REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
NAmerica,PWRCTGUSASW01,2,2039.0,4.454
NAmerica,PWRCTGUSASW01,1,2040.0,4.454
NAmerica,PWRCTGUSASW01,2,2040.0,4.454
NAmerica,PWRCTGUSASW01,1,2041.0,4.454
NAmerica,PWRCTGUSASW01,2,2041.0,4.454
NAmerica,PWRCTGUSASW01,1,2042.0,4.454
NAmerica,PWRCTGUSASW01,2,2042.0,4.454
NAmerica,PWRCTGUSASW01,1,2043.0,4.454
NAmerica,PWRCTGUSASW01,2,2043.0,4.454
NAmerica,PWRCTGUSASW01,1,2044.0,4.454
NAmerica,PWRCTGUSASW01,2,2044.0,4.454
NAmerica,PWRCTGUSASW01,1,2045.0,4.454
NAmerica,PWRCTGUSASW01,2,2045.0,4.454
NAmerica,PWRCTGUSASW01,1,2046.0,4.454
NAmerica,PWRCTGUSASW01,2,2046.0,4.454
NAmerica,PWRCTGUSASW01,1,2047.0,4.454
NAmerica,PWRCTGUSASW01,2,2047.0,4.454
NAmerica,PWRCTGUSASW01,1,2048.0,4.454
NAmerica,PWRCTGUSASW01,2,2048.0,4.454
NAmerica,PWRCTGUSASW01,1,2049.0,4.454
NAmerica,PWRCTGUSASW01,2,2049.0,4.454
NAmerica,PWRCTGUSASW01,1,2050.0,4.454
NAmerica,PWRCTGUSASW01,2,2050.0,4.454
NAmerica,PWRCTGUSACE01,1,2019.0,4.417
NAmerica,PWRCTGUSACE01,2,2019.0,4.417
NAmerica,PWRCTGUSACE01,1,2020.0,4.417
NAmerica,PWRCTGUSACE01,2,2020.0,4.417
NAmerica,PWRCTGUSACE01,1,2021.0,4.417
NAmerica,PWRCTGUSACE01,2,2021.0,4.417
NAmerica,PWRCTGUSACE01,1,2022.0,4.417
NAmerica,PWRCTGUSACE01,2,2022.0,4.417
NAmerica,PWRCTGUSACE01,1,2023.0,4.417
NAmerica,PWRCTGUSACE01,2,2023.0,4.417
NAmerica,PWRCTGUSACE01,1,2024.0,4.417
NAmerica,PWRCTGUSACE01,2,2024.0,4.417
NAmerica,PWRCTGUSACE01,1,2025.0,4.417
NAmerica,PWRCTGUSACE01,2,2025.0,4.417
NAmerica,PWRCTGUSACE01,1,2026.0,4.417
NAmerica,PWRCTGUSACE01,2,2026.0,4.417
NAmerica,PWRCTGUSACE01,1,2027.0,4.417
NAmerica,PWRCTGUSACE01,2,2027.0,4.417
NAmerica,PWRCTGUSACE01,1,2028.0,4.417
NAmerica,PWRCTGUSACE01,2,2028.0,4.417
NAmerica,PWRCTGUSACE01,1,2029.0,4.417
NAmerica,PWRCTGUSACE01,2,2029.0,4.417
NAmerica,PWRCTGUSACE01,1,2030.0,4.417
NAmerica,PWRCTGUSACE01,2,2030.0,4.417
NAmerica,PWRCTGUSACE01,1,2031.0,4.417
NAmerica,PWRCTGUSACE01,2,2031.0,4.417
NAmerica,PWRCTGUSACE01,1,2032.0,4.417
NAmerica,PWRCTGUSACE01,2,2032.0,4.417
NAmerica,PWRCTGUSACE01,1,2033.0,4.417
NAmerica,PWRCTGUSACE01,2,2033.0,4.417
NAmerica,PWRCTGUSACE01,1,2034.0,4.417
NAmerica,PWRCTGUSACE01,2,2034.0,4.417
NAmerica,PWRCTGUSACE01,1,2035.0,4.417
NAmerica,PWRCTGUSACE01,2,2035.0,4.417
NAmerica,PWRCTGUSACE01,1,2036.0,4.417
NAmerica,PWRCTGUSACE01,2,2036.0,4.417
NAmerica,PWRCTGUSACE01,1,2037.0,4.417
NAmerica,PWRCTGUSACE01,2,2037.0,4.417
NAmerica,PWRCTGUSACE01,1,2038.0,4.417
NAmerica,PWRCTGUSACE01,2,2038.0,4.417
NAmerica,PWRCTGUSACE01,1,2039.0,4.417
NAmerica,PWRCTGUSACE01,2,2039.0,4.417
NAmerica,PWRCTGUSACE01,1,2040.0,4.417
NAmerica,PWRCTGUSACE01,2,2040.0,4.417
NAmerica,PWRCTGUSACE01,1,2041.0,4.417
NAmerica,PWRCTGUSACE01,2,2041.0,4.417
NAmerica,PWRCTGUSACE01,1,2042.0,4.417
NAmerica,PWRCTGUSACE01,2,2042.0,4.417
NAmerica,PWRCTGUSACE01,1,2043.0,4.417
NAmerica,PWRCTGUSACE01,2,2043.0,4.417
NAmerica,PWRCTGUSACE01,1,2044.0,4.417
NAmerica,PWRCTGUSACE01,2,2044.0,4.417
NAmerica,PWRCTGUSACE01,1,2045.0,4.417
NAmerica,PWRCTGUSACE01,2,2045.0,4.417
NAmerica,PWRCTGUSACE01,1,2046.0,4.417
NAmerica,PWRCTGUSACE01,2,2046.0,4.417
NAmerica,PWRCTGUSACE01,1,2047.0,4.417
NAmerica,PWRCTGUSACE01,2,2047.0,4.417
NAmerica,PWRCTGUSACE01,1,2048.0,4.417
NAmerica,PWRCTGUSACE01,2,2048.0,4.417
NAmerica,PWRCTGUSACE01,1,2049.0,4.417
NAmerica,PWRCTGUSACE01,2,2049.0,4.417
NAmerica,PWRCTGUSACE01,1,2050.0,4.417
NAmerica,PWRCTGUSACE01,2,2050.0,4.417
NAmerica,PWRCTGUSATX01,1,2019.0,4.229
NAmerica,PWRCTGUSATX01,2,2019.0,4.229
NAmerica,PWRCTGUSATX01,1,2020.0,4.229
NAmerica,PWRCTGUSATX01,2,2020.0,4.229
NAmerica,PWRCTGUSATX01,1,2021.0,4.229
NAmerica,PWRCTGUSATX01,2,2021.0,4.229
NAmerica,PWRCTGUSATX01,1,2022.0,4.229
NAmerica,PWRCTGUSATX01,2,2022.0,4.229
NAmerica,PWRCTGUSATX01,1,2023.0,4.229
NAmerica,PWRCTGUSATX01,2,2023.0,4.229
NAmerica,PWRCTGUSATX01,1,2024.0,4.229
NAmerica,PWRCTGUSATX01,2,2024.0,4.229
NAmerica,PWRCTGUSATX01,1,2025.0,4.229
NAmerica,PWRCTGUSATX01,2,2025.0,4.229
NAmerica,PWRCTGUSATX01,1,2026.0,4.229
NAmerica,PWRCTGUSATX01,2,2026.0,4.229
NAmerica,PWRCTGUSATX01,1,2027.0,4.229
NAmerica,PWRCTGUSATX01,2,2027.0,4.229
NAmerica,PWRCTGUSATX01,1,2028.0,4.229
NAmerica,PWRCTGUSATX01,2,2028.0,4.229
NAmerica,PWRCTGUSATX01,1,2029.0,4.229
NAmerica,PWRCTGUSATX01,2,2029.0,4.229
NAmerica,PWRCTGUSATX01,1,2030.0,4.229
NAmerica,PWRCTGUSATX01,2,2030.0,4.229
NAmerica,PWRCTGUSATX01,1,2031.0,4.229
NAmerica,PWRCTGUSATX01,2,2031.0,4.229
NAmerica,PWRCTGUSATX01,1,2032.0,4.229
NAmerica,PWRCTGUSATX01,2,2032.0,4.229
NAmerica,PWRCTGUSATX01,1,2033.0,4.229
NAmerica,PWRCTGUSATX01,2,2033.0,4.229
NAmerica,PWRCTGUSATX01,1,2034.0,4.229
NAmerica,PWRCTGUSATX01,2,2034.0,4.229
NAmerica,PWRCTGUSATX01,1,2035.0,4.229
NAmerica,PWRCTGUSATX01,2,2035.0,4.229
NAmerica,PWRCTGUSATX01,1,2036.0,4.229
NAmerica,PWRCTGUSATX01,2,2036.0,4.229
NAmerica,PWRCTGUSATX01,1,2037.0,4.229
NAmerica,PWRCTGUSATX01,2,2037.0,4.229
NAmerica,PWRCTGUSATX01,1,2038.0,4.229
NAmerica,PWRCTGUSATX01,2,2038.0,4.229
NAmerica,PWRCTGUSATX01,1,2039.0,4.229
NAmerica,PWRCTGUSATX01,2,2039.0,4.229
NAmerica,PWRCTGUSATX01,1,2040.0,4.229
NAmerica,PWRCTGUSATX01,2,2040.0,4.229
NAmerica,PWRCTGUSATX01,1,2041.0,4.229
NAmerica,PWRCTGUSATX01,2,2041.0,4.229
NAmerica,PWRCTGUSATX01,1,2042.0,4.229
NAmerica,PWRCTGUSATX01,2,2042.0,4.229
NAmerica,PWRCTGUSATX01,1,2043.0,4.229
NAmerica,PWRCTGUSATX01,2,2043.0,4.229
NAmerica,PWRCTGUSATX01,1,2044.0,4.229
NAmerica,PWRCTGUSATX01,2,2044.0,4.229
NAmerica,PWRCTGUSATX01,1,2045.0,4.229
NAmerica,PWRCTGUSATX01,2,2045.0,4.229
NAmerica,PWRCTGUSATX01,1,2046.0,4.229
NAmerica,PWRCTGUSATX01,2,2046.0,4.229
NAmerica,PWRCTGUSATX01,1,2047.0,4.229
NAmerica,PWRCTGUSATX01,2,2047.0,4.229
NAmerica,PWRCTGUSATX01,1,2048.0,4.229
NAmerica,PWRCTGUSATX01,2,2048.0,4.229
NAmerica,PWRCTGUSATX01,1,2049.0,4.229
NAmerica,PWRCTGUSATX01,2,2049.0,4.229
NAmerica,PWRCTGUSATX01,1,2050.0,4.229
NAmerica,PWRCTGUSATX01,2,2050.0,4.229
NAmerica,PWRCTGUSAMW01,1,2019.0,4.843
NAmerica,PWRCTGUSAMW01,2,2019.0,4.843
NAmerica,PWRCTGUSAMW01,1,2020.0,4.843
NAmerica,PWRCTGUSAMW01,2,2020.0,4.843
NAmerica,PWRCTGUSAMW01,1,2021.0,4.843
NAmerica,PWRCTGUSAMW01,2,2021.0,4.843
NAmerica,PWRCTGUSAMW01,1,2022.0,4.843
NAmerica,PWRCTGUSAMW01,2,2022.0,4.843
NAmerica,PWRCTGUSAMW01,1,2023.0,4.843
NAmerica,PWRCTGUSAMW01,2,2023.0,4.843
NAmerica,PWRCTGUSAMW01,1,2024.0,4.843
NAmerica,PWRCTGUSAMW01,2,2024.0,4.843
NAmerica,PWRCTGUSAMW01,1,2025.0,4.843
NAmerica,PWRCTGUSAMW01,2,2025.0,4.843
NAmerica,PWRCTGUSAMW01,1,2026.0,4.843
NAmerica,PWRCTGUSAMW01,2,2026.0,4.843
NAmerica,PWRCTGUSAMW01,1,2027.0,4.843
NAmerica,PWRCTGUSAMW01,2,2027.0,4.843
NAmerica,PWRCTGUSAMW01,1,2028.0,4.843
NAmerica,PWRCTGUSAMW01,2,2028.0,4.843
NAmerica,PWRCTGUSAMW01,1,2029.0,4.843
NAmerica,PWRCTGUSAMW01,2,2029.0,4.843
NAmerica,PWRCTGUSAMW01,1,2030.0,4.843
NAmerica,PWRCTGUSAMW01,2,2030.0,4.843
NAmerica,PWRCTGUSAMW01,1,2031.0,4.843
NAmerica,PWRCTGUSAMW01,2,2031.0,4.843
NAmerica,PWRCTGUSAMW01,1,2032.0,4.843
NAmerica,PWRCTGUSAMW01,2,2032.0,4.843
NAmerica,PWRCTGUSAMW01,1,2033.0,4.843
NAmerica,PWRCTGUSAMW01,2,2033.0,4.843
NAmerica,PWRCTGUSAMW01,1,2034.0,4.843
NAmerica,PWRCTGUSAMW01,2,2034.0,4.843
NAmerica,PWRCTGUSAMW01,1,2035.0,4.843
NAmerica,PWRCTGUSAMW01,2,2035.0,4.843
NAmerica,PWRCTGUSAMW01,1,2036.0,4.843
NAmerica,PWRCTGUSAMW01,2,2036.0,4.843
NAmerica,PWRCTGUSAMW01,1,2037.0,4.843
NAmerica,PWRCTGUSAMW01,2,2037.0,4.843
NAmerica,PWRCTGUSAMW01,1,2038.0,4.843
NAmerica,PWRCTGUSAMW01,2,2038.0,4.843
NAmerica,PWRCTGUSAMW01,1,2039.0,4.843
NAmerica,PWRCTGUSAMW01,2,2039.0,4.843
NAmerica,PWRCTGUSAMW01,1,2040.0,4.843
NAmerica,PWRCTGUSAMW01,2,2040.0,4.843
NAmerica,PWRCTGUSAMW01,1,2041.0,4.843
NAmerica,PWRCTGUSAMW01,2,2041.0,4.843
NAmerica,PWRCTGUSAMW01,1,2042.0,4.843
NAmerica,PWRCTGUSAMW01,2,2042.0,4.843
NAmerica,PWRCTGUSAMW01,1,2043.0,4.843
NAmerica,PWRCTGUSAMW01,2,2043.0,4.843
NAmerica,PWRCTGUSAMW01,1,2044.0,4.843
NAmerica,PWRCTGUSAMW01,2,2044.0,4.843
NAmerica,PWRCTGUSAMW01,1,2045.0,4.843
NAmerica,PWRCTGUSAMW01,2,2045.0,4.843
NAmerica,PWRCTGUSAMW01,1,2046.0,4.843
NAmerica,PWRCTGUSAMW01,2,2046.0,4.843
NAmerica,PWRCTGUSAMW01,1,2047.0,4.843
NAmerica,PWRCTGUSAMW01,2,2047.0,4.843
NAmerica,PWRCTGUSAMW01,1,2048.0,4.843
NAmerica,PWRCTGUSAMW01,2,2048.0,4.843
NAmerica,PWRCTGUSAMW01,1,2049.0,4.843
NAmerica,PWRCTGUSAMW01,2,2049.0,4.843
NAmerica,PWRCTGUSAMW01,1,2050.0,4.843
NAmerica,PWRCTGUSAMW01,2,2050.0,4.843
NAmerica,PWRCTGUSAAL01,1,2019.0,4.409
NAmerica,PWRCTGUSAAL01,2,2019.0,4.409
NAmerica,PWRCTGUSAAL01,1,2020.0,4.409
NAmerica,PWRCTGUSAAL01,2,2020.0,4.409
NAmerica,PWRCTGUSAAL01,1,2021.0,4.409
NAmerica,PWRCTGUSAAL01,2,2021.0,4.409
NAmerica,PWRCTGUSAAL01,1,2022.0,4.409
NAmerica,PWRCTGUSAAL01,2,2022.0,4.409
NAmerica,PWRCTGUSAAL01,1,2023.0,4.409
NAmerica,PWRCTGUSAAL01,2,2023.0,4.409
NAmerica,PWRCTGUSAAL01,1,2024.0,4.409
NAmerica,PWRCTGUSAAL01,2,2024.0,4.409
NAmerica,PWRCTGUSAAL01,1,2025.0,4.409
NAmerica,PWRCTGUSAAL01,2,2025.0,4.409
NAmerica,PWRCTGUSAAL01,1,2026.0,4.409
NAmerica,PWRCTGUSAAL01,2,2026.0,4.409
NAmerica,PWRCTGUSAAL01,1,2027.0,4.409
NAmerica,PWRCTGUSAAL01,2,2027.0,4.409
NAmerica,PWRCTGUSAAL01,1,2028.0,4.409
NAmerica,PWRCTGUSAAL01,2,2028.0,4.409
NAmerica,PWRCTGUSAAL01,1,2029.0,4.409
NAmerica,PWRCTGUSAAL01,2,2029.0,4.409
NAmerica,PWRCTGUSAAL01,1,2030.0,4.409
NAmerica,PWRCTGUSAAL01,2,2030.0,4.409
NAmerica,PWRCTGUSAAL01,1,2031.0,4.409
NAmerica,PWRCTGUSAAL01,2,2031.0,4.409
NAmerica,PWRCTGUSAAL01,1,2032.0,4.409
NAmerica,PWRCTGUSAAL01,2,2032.0,4.409
NAmerica,PWRCTGUSAAL01,1,2033.0,4.409
NAmerica,PWRCTGUSAAL01,2,2033.0,4.409
NAmerica,PWRCTGUSAAL01,1,2034.0,4.409
NAmerica,PWRCTGUSAAL01,2,2034.0,4.409
NAmerica,PWRCTGUSAAL01,1,2035.0,4.409
NAmerica,PWRCTGUSAAL01,2,2035.0,4.409
NAmerica,PWRCTGUSAAL01,1,2036.0,4.409
NAmerica,PWRCTGUSAAL01,2,2036.0,4.409
NAmerica,PWRCTGUSAAL01,1,2037.0,4.409
NAmerica,PWRCTGUSAAL01,2,2037.0,4.409
NAmerica,PWRCTGUSAAL01,1,2038.0,4.409
NAmerica,PWRCTGUSAAL01,2,2038.0,4.409
NAmerica,PWRCTGUSAAL01,1,2039.0,4.409
NAmerica,PWRCTGUSAAL01,2,2039.0,4.409
NAmerica,PWRCTGUSAAL01,1,2040.0,4.409
NAmerica,PWRCTGUSAAL01,2,2040.0,4.409
NAmerica,PWRCTGUSAAL01,1,2041.0,4.409
NAmerica,PWRCTGUSAAL01,2,2041.0,4.409
NAmerica,PWRCTGUSAAL01,1,2042.0,4.409
NAmerica,PWRCTGUSAAL01,2,2042.0,4.409
NAmerica,PWRCTGUSAAL01,1,2043.0,4.409
NAmerica,PWRCTGUSAAL01,2,2043.0,4.409
NAmerica,PWRCTGUSAAL01,1,2044.0,4.409
NAmerica,PWRCTGUSAAL01,2,2044.0,4.409
NAmerica,PWRCTGUSAAL01,1,2045.0,4.409
NAmerica,PWRCTGUSAAL01,2,2045.0,4.409
NAmerica,PWRCTGUSAAL01,1,2046.0,4.409
NAmerica,PWRCTGUSAAL01,2,2046.0,4.409
NAmerica,PWRCTGUSAAL01,1,2047.0,4.409
NAmerica,PWRCTGUSAAL01,2,2047.0,4.409
NAmerica,PWRCTGUSAAL01,1,2048.0,4.409
NAmerica,PWRCTGUSAAL01,2,2048.0,4.409
NAmerica,PWRCTGUSAAL01,1,2049.0,4.409
NAmerica,PWRCTGUSAAL01,2,2049.0,4.409
NAmerica,PWRCTGUSAAL01,1,2050.0,4.409
NAmerica,PWRCTGUSAAL01,2,2050.0,4.409
NAmerica,PWRCTGUSAMA01,1,2019.0,4.733
NAmerica,PWRCTGUSAMA01,2,2019.0,4.733
NAmerica,PWRCTGUSAMA01,1,2020.0,4.733
NAmerica,PWRCTGUSAMA01,2,2020.0,4.733
NAmerica,PWRCTGUSAMA01,1,2021.0,4.733
NAmerica,PWRCTGUSAMA01,2,2021.0,4.733
NAmerica,PWRCTGUSAMA01,1,2022.0,4.733
NAmerica,PWRCTGUSAMA01,2,2022.0,4.733
NAmerica,PWRCTGUSAMA01,1,2023.0,4.733
NAmerica,PWRCTGUSAMA01,2,2023.0,4.733
NAmerica,PWRCTGUSAMA01,1,2024.0,4.733
NAmerica,PWRCTGUSAMA01,2,2024.0,4.733
NAmerica,PWRCTGUSAMA01,1,2025.0,4.733
NAmerica,PWRCTGUSAMA01,2,2025.0,4.733
NAmerica,PWRCTGUSAMA01,1,2026.0,4.733
NAmerica,PWRCTGUSAMA01,2,2026.0,4.733
NAmerica,PWRCTGUSAMA01,1,2027.0,4.733
NAmerica,PWRCTGUSAMA01,2,2027.0,4.733
NAmerica,PWRCTGUSAMA01,1,2028.0,4.733
NAmerica,PWRCTGUSAMA01,2,2028.0,4.733
NAmerica,PWRCTGUSAMA01,1,2029.0,4.733
NAmerica,PWRCTGUSAMA01,2,2029.0,4.733
NAmerica,PWRCTGUSAMA01,1,2030.0,4.733
NAmerica,PWRCTGUSAMA01,2,2030.0,4.733
NAmerica,PWRCTGUSAMA01,1,2031.0,4.733
NAmerica,PWRCTGUSAMA01,2,2031.0,4.733
NAmerica,PWRCTGUSAMA01,1,2032.0,4.733
NAmerica,PWRCTGUSAMA01,2,2032.0,4.733
NAmerica,PWRCTGUSAMA01,1,2033.0,4.733
NAmerica,PWRCTGUSAMA01,2,2033.0,4.733
NAmerica,PWRCTGUSAMA01,1,2034.0,4.733
NAmerica,PWRCTGUSAMA01,2,2034.0,4.733
NAmerica,PWRCTGUSAMA01,1,2035.0,4.733
NAmerica,PWRCTGUSAMA01,2,2035.0,4.733
NAmerica,PWRCTGUSAMA01,1,2036.0,4.733
NAmerica,PWRCTGUSAMA01,2,2036.0,4.733
NAmerica,PWRCTGUSAMA01,1,2037.0,4.733
NAmerica,PWRCTGUSAMA01,2,2037.0,4.733
NAmerica,PWRCTGUSAMA01,1,2038.0,4.733
NAmerica,PWRCTGUSAMA01,2,2038.0,4.733
NAmerica,PWRCTGUSAMA01,1,2039.0,4.733
NAmerica,PWRCTGUSAMA01,2,2039.0,4.733
NAmerica,PWRCTGUSAMA01,1,2040.0,4.733
NAmerica,PWRCTGUSAMA01,2,2040.0,4.733
NAmerica,PWRCTGUSAMA01,1,2041.0,4.733
NAmerica,PWRCTGUSAMA01,2,2041.0,4.733
NAmerica,PWRCTGUSAMA01,1,2042.0,4.733
NAmerica,PWRCTGUSAMA01,2,2042.0,4.733
NAmerica,PWRCTGUSAMA01,1,2043.0,4.733
NAmerica,PWRCTGUSAMA01,2,2043.0,4.733
NAmerica,PWRCTGUSAMA01,1,2044.0,4.733
NAmerica,PWRCTGUSAMA01,2,2044.0,4.733
NAmerica,PWRCTGUSAMA01,1,2045.0,4.733
NAmerica,PWRCTGUSAMA01,2,2045.0,4.733
NAmerica,PWRCTGUSAMA01,1,2046.0,4.733
NAmerica,PWRCTGUSAMA01,2,2046.0,4.733
NAmerica,PWRCTGUSAMA01,1,2047.0,4.733
NAmerica,PWRCTGUSAMA01,2,2047.0,4.733
NAmerica,PWRCTGUSAMA01,1,2048.0,4.733
NAmerica,PWRCTGUSAMA01,2,2048.0,4.733
NAmerica,PWRCTGUSAMA01,1,2049.0,4.733
NAmerica,PWRCTGUSAMA01,2,2049.0,4.733
NAmerica,PWRCTGUSAMA01,1,2050.0,4.733
NAmerica,PWRCTGUSAMA01,2,2050.0,4.733
NAmerica,PWRCTGUSASE01,1,2019.0,4.403
NAmerica,PWRCTGUSASE01,2,2019.0,4.403
NAmerica,PWRCTGUSASE01,1,2020.0,4.403
NAmerica,PWRCTGUSASE01,2,2020.0,4.403
NAmerica,PWRCTGUSASE01,1,2021.0,4.403
NAmerica,PWRCTGUSASE01,2,2021.0,4.403
NAmerica,PWRCTGUSASE01,1,2022.0,4.403
NAmerica,PWRCTGUSASE01,2,2022.0,4.403
NAmerica,PWRCTGUSASE01,1,2023.0,4.403
NAmerica,PWRCTGUSASE01,2,2023.0,4.403
NAmerica,PWRCTGUSASE01,1,2024.0,4.403
NAmerica,PWRCTGUSASE01,2,2024.0,4.403
NAmerica,PWRCTGUSASE01,1,2025.0,4.403
NAmerica,PWRCTGUSASE01,2,2025.0,4.403
NAmerica,PWRCTGUSASE01,1,2026.0,4.403
NAmerica,PWRCTGUSASE01,2,2026.0,4.403
NAmerica,PWRCTGUSASE01,1,2027.0,4.403
NAmerica,PWRCTGUSASE01,2,2027.0,4.403
NAmerica,PWRCTGUSASE01,1,2028.0,4.403
NAmerica,PWRCTGUSASE01,2,2028.0,4.403
NAmerica,PWRCTGUSASE01,1,2029.0,4.403
NAmerica,PWRCTGUSASE01,2,2029.0,4.403
NAmerica,PWRCTGUSASE01,1,2030.0,4.403
NAmerica,PWRCTGUSASE01,2,2030.0,4.403
NAmerica,PWRCTGUSASE01,1,2031.0,4.403
NAmerica,PWRCTGUSASE01,2,2031.0,4.403
NAmerica,PWRCTGUSASE01,1,2032.0,4.403
NAmerica,PWRCTGUSASE01,2,2032.0,4.403
NAmerica,PWRCTGUSASE01,1,2033.0,4.403
NAmerica,PWRCTGUSASE01,2,2033.0,4.403
NAmerica,PWRCTGUSASE01,1,2034.0,4.403
NAmerica,PWRCTGUSASE01,2,2034.0,4.403
NAmerica,PWRCTGUSASE01,1,2035.0,4.403
NAmerica,PWRCTGUSASE01,2,2035.0,4.403
NAmerica,PWRCTGUSASE01,1,2036.0,4.403
NAmerica,PWRCTGUSASE01,2,2036.0,4.403
NAmerica,PWRCTGUSASE01,1,2037.0,4.403
NAmerica,PWRCTGUSASE01,2,2037.0,4.403
NAmerica,PWRCTGUSASE01,1,2038.0,4.403
NAmerica,PWRCTGUSASE01,2,2038.0,4.403
NAmerica,PWRCTGUSASE01,1,2039.0,4.403
NAmerica,PWRCTGUSASE01,2,2039.0,4.403
NAmerica,PWRCTGUSASE01,1,2040.0,4.403
NAmerica,PWRCTGUSASE01,2,2040.0,4.403
NAmerica,PWRCTGUSASE01,1,2041.0,4.403
NAmerica,PWRCTGUSASE01,2,2041.0,4.403
NAmerica,PWRCTGUSASE01,1,2042.0,4.403
NAmerica,PWRCTGUSASE01,2,2042.0,4.403
NAmerica,PWRCTGUSASE01,1,2043.0,4.403
NAmerica,PWRCTGUSASE01,2,2043.0,4.403
NAmerica,PWRCTGUSASE01,1,2044.0,4.403
NAmerica,PWRCTGUSASE01,2,2044.0,4.403
NAmerica,PWRCTGUSASE01,1,2045.0,4.403
NAmerica,PWRCTGUSASE01,2,2045.0,4.403
NAmerica,PWRCTGUSASE01,1,2046.0,4.403
NAmerica,PWRCTGUSASE01,2,2046.0,4.403
NAmerica,PWRCTGUSASE01,1,2047.0,4.403
NAmerica,PWRCTGUSASE01,2,2047.0,4.403
NAmerica,PWRCTGUSASE01,1,2048.0,4.403
NAmerica,PWRCTGUSASE01,2,2048.0,4.403
NAmerica,PWRCTGUSASE01,1,2049.0,4.403
NAmerica,PWRCTGUSASE01,2,2049.0,4.403
NAmerica,PWRCTGUSASE01,1,2050.0,4.403
NAmerica,PWRCTGUSASE01,2,2050.0,4.403
NAmerica,PWRCTGUSAFL01,1,2019.0,4.342
NAmerica,PWRCTGUSAFL01,2,2019.0,4.342
NAmerica,PWRCTGUSAFL01,1,2020.0,4.342
NAmerica,PWRCTGUSAFL01,2,2020.0,4.342
NAmerica,PWRCTGUSAFL01,1,2021.0,4.342
NAmerica,PWRCTGUSAFL01,2,2021.0,4.342
NAmerica,PWRCTGUSAFL01,1,2022.0,4.342
NAmerica,PWRCTGUSAFL01,2,2022.0,4.342
NAmerica,PWRCTGUSAFL01,1,2023.0,4.342
NAmerica,PWRCTGUSAFL01,2,2023.0,4.342
NAmerica,PWRCTGUSAFL01,1,2024.0,4.342
NAmerica,PWRCTGUSAFL01,2,2024.0,4.342
NAmerica,PWRCTGUSAFL01,1,2025.0,4.342
NAmerica,PWRCTGUSAFL01,2,2025.0,4.342
NAmerica,PWRCTGUSAFL01,1,2026.0,4.342
NAmerica,PWRCTGUSAFL01,2,2026.0,4.342
NAmerica,PWRCTGUSAFL01,1,2027.0,4.342
NAmerica,PWRCTGUSAFL01,2,2027.0,4.342
NAmerica,PWRCTGUSAFL01,1,2028.0,4.342
NAmerica,PWRCTGUSAFL01,2,2028.0,4.342
NAmerica,PWRCTGUSAFL01,1,2029.0,4.342
NAmerica,PWRCTGUSAFL01,2,2029.0,4.342
NAmerica,PWRCTGUSAFL01,1,2030.0,4.342
NAmerica,PWRCTGUSAFL01,2,2030.0,4.342
NAmerica,PWRCTGUSAFL01,1,2031.0,4.342
NAmerica,PWRCTGUSAFL01,2,2031.0,4.342
NAmerica,PWRCTGUSAFL01,1,2032.0,4.342
NAmerica,PWRCTGUSAFL01,2,2032.0,4.342
NAmerica,PWRCTGUSAFL01,1,2033.0,4.342
NAmerica,PWRCTGUSAFL01,2,2033.0,4.342
NAmerica,PWRCTGUSAFL01,1,2034.0,4.342
NAmerica,PWRCTGUSAFL01,2,2034.0,4.342
NAmerica,PWRCTGUSAFL01,1,2035.0,4.342
NAmerica,PWRCTGUSAFL01,2,2035.0,4.342
NAmerica,PWRCTGUSAFL01,1,2036.0,4.342
NAmerica,PWRCTGUSAFL01,2,2036.0,4.342
NAmerica,PWRCTGUSAFL01,1,2037.0,4.342
NAmerica,PWRCTGUSAFL01,2,2037.0,4.342
NAmerica,PWRCTGUSAFL01,1,2038.0,4.342
NAmerica,PWRCTGUSAFL01,2,2038.0,4.342
NAmerica,PWRCTGUSAFL01,1,2039.0,4.342
NAmerica,PWRCTGUSAFL01,2,2039.0,4.342
NAmerica,PWRCTGUSAFL01,1,2040.0,4.342
NAmerica,PWRCTGUSAFL01,2,2040.0,4.342
NAmerica,PWRCTGUSAFL01,1,2041.0,4.342
NAmerica,PWRCTGUSAFL01,2,2041.0,4.342
NAmerica,PWRCTGUSAFL01,1,2042.0,4.342
NAmerica,PWRCTGUSAFL01,2,2042.0,4.342
NAmerica,PWRCTGUSAFL01,1,2043.0,4.342
NAmerica,PWRCTGUSAFL01,2,2043.0,4.342
NAmerica,PWRCTGUSAFL01,1,2044.0,4.342
NAmerica,PWRCTGUSAFL01,2,2044.0,4.342
NAmerica,PWRCTGUSAFL01,1,2045.0,4.342
NAmerica,PWRCTGUSAFL01,2,2045.0,4.342
NAmerica,PWRCTGUSAFL01,1,2046.0,4.342
NAmerica,PWRCTGUSAFL01,2,2046.0,4.342
NAmerica,PWRCTGUSAFL01,1,2047.0,4.342
NAmerica,PWRCTGUSAFL01,2,2047.0,4.342
NAmerica,PWRCTGUSAFL01,1,2048.0,4.342
NAmerica,PWRCTGUSAFL01,2,2048.0,4.342
NAmerica,PWRCTGUSAFL01,1,2049.0,4.342
NAmerica,PWRCTGUSAFL01,2,2049.0,4.342
NAmerica,PWRCTGUSAFL01,1,2050.0,4.342
NAmerica,PWRCTGUSAFL01,2,2050.0,4.342
NAmerica,PWRCTGUSANY01,1,2019.0,5.444
