REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
CanATL,BIO,CO2,1,2030,63889
CanATL,BIO,CO2,1,2031,63889
CanATL,BIO,CO2,1,2032,63889
CanATL,BIO,CO2,1,2033,63889
CanATL,BIO,CO2,1,2034,63889
CanATL,BIO,CO2,1,2035,63889
CanATL,BIO,CO2,1,2036,63889
CanATL,BIO,CO2,1,2037,63889
CanATL,BIO,CO2,1,2038,63889
CanATL,BIO,CO2,1,2039,63889
CanATL,BIO,CO2,1,2040,63889
CanATL,BIO,CO2,1,2041,63889
CanATL,BIO,CO2,1,2042,63889
CanATL,BIO,CO2,1,2043,63889
CanATL,BIO,CO2,1,2044,63889
CanATL,BIO,CO2,1,2045,63889
CanATL,BIO,CO2,1,2046,63889
CanATL,BIO,CO2,1,2047,63889
CanATL,BIO,CO2,1,2048,63889
CanATL,BIO,CO2,1,2049,63889
CanATL,BIO,CO2,1,2050,63889
CanATL,CL,CO2,1,2019,211113
CanATL,CL,CO2,1,2020,211113
CanATL,CL,CO2,1,2021,211113
CanATL,CL,CO2,1,2022,211113
CanATL,CL,CO2,1,2023,211113
CanATL,CL,CO2,1,2024,211113
CanATL,CL,CO2,1,2025,211113
CanATL,CL,CO2,1,2026,211113
CanATL,CL,CO2,1,2027,211113
CanATL,CL,CO2,1,2028,211113
CanATL,CL,CO2,1,2029,211113
CanATL,CL,CO2,1,2030,211113
CanATL,CL,CO2,1,2031,211113
CanATL,CL,CO2,1,2032,211113
CanATL,CL,CO2,1,2033,211113
CanATL,CL,CO2,1,2034,211113
CanATL,CL,CO2,1,2035,211113
CanATL,CL,CO2,1,2036,211113
CanATL,CL,CO2,1,2037,211113
CanATL,CL,CO2,1,2038,211113
CanATL,CL,CO2,1,2039,211113
CanATL,CL,CO2,1,2040,211113
CanATL,CL,CO2,1,2041,211113
CanATL,CL,CO2,1,2042,211113
CanATL,CL,CO2,1,2043,211113
CanATL,CL,CO2,1,2044,211113
CanATL,CL,CO2,1,2045,211113
CanATL,CL,CO2,1,2046,211113
CanATL,CL,CO2,1,2047,211113
CanATL,CL,CO2,1,2048,211113
CanATL,CL,CO2,1,2049,211113
CanATL,CL,CO2,1,2050,211113
CanATL,CLCCS,CO2,1,2019,55556
CanATL,CLCCS,CO2,1,2020,55556
CanATL,CLCCS,CO2,1,2021,55556
CanATL,CLCCS,CO2,1,2022,55556
CanATL,CLCCS,CO2,1,2023,55556
CanATL,CLCCS,CO2,1,2024,55556
CanATL,CLCCS,CO2,1,2025,55556
CanATL,CLCCS,CO2,1,2026,55556
CanATL,CLCCS,CO2,1,2027,55556
CanATL,CLCCS,CO2,1,2028,55556
CanATL,CLCCS,CO2,1,2029,55556
CanATL,CLCCS,CO2,1,2030,55556
CanATL,CLCCS,CO2,1,2031,55556
CanATL,CLCCS,CO2,1,2032,55556
CanATL,CLCCS,CO2,1,2033,55556
CanATL,CLCCS,CO2,1,2034,55556
CanATL,CLCCS,CO2,1,2035,55556
CanATL,CLCCS,CO2,1,2036,55556
CanATL,CLCCS,CO2,1,2037,55556
CanATL,CLCCS,CO2,1,2038,55556
CanATL,CLCCS,CO2,1,2039,55556
CanATL,CLCCS,CO2,1,2040,55556
CanATL,CLCCS,CO2,1,2041,55556
CanATL,CLCCS,CO2,1,2042,55556
CanATL,CLCCS,CO2,1,2043,55556
CanATL,CLCCS,CO2,1,2044,55556
CanATL,CLCCS,CO2,1,2045,55556
CanATL,CLCCS,CO2,1,2046,55556
CanATL,CLCCS,CO2,1,2047,55556
CanATL,CLCCS,CO2,1,2048,55556
CanATL,CLCCS,CO2,1,2049,55556
CanATL,CLCCS,CO2,1,2050,55556
CanATL,NGCT,CO2,1,2019,134168
CanATL,NGCT,CO2,1,2020,134168
CanATL,NGCT,CO2,1,2021,134168
CanATL,NGCT,CO2,1,2022,134168
CanATL,NGCT,CO2,1,2023,134168
CanATL,NGCT,CO2,1,2024,134168
CanATL,NGCT,CO2,1,2025,134168
CanATL,NGCT,CO2,1,2026,134168
CanATL,NGCT,CO2,1,2027,134168
CanATL,NGCT,CO2,1,2028,134168
CanATL,NGCT,CO2,1,2029,134168
CanATL,NGCT,CO2,1,2030,134168
CanATL,NGCT,CO2,1,2031,134168
CanATL,NGCT,CO2,1,2032,134168
CanATL,NGCT,CO2,1,2033,134168
CanATL,NGCT,CO2,1,2034,134168
CanATL,NGCT,CO2,1,2035,134168
CanATL,NGCT,CO2,1,2036,134168
CanATL,NGCT,CO2,1,2037,134168
CanATL,NGCT,CO2,1,2038,134168
CanATL,NGCT,CO2,1,2039,134168
CanATL,NGCT,CO2,1,2040,134168
CanATL,NGCT,CO2,1,2041,134168
CanATL,NGCT,CO2,1,2042,134168
CanATL,NGCT,CO2,1,2043,134168
CanATL,NGCT,CO2,1,2044,134168
CanATL,NGCT,CO2,1,2045,134168
CanATL,NGCT,CO2,1,2046,134168
CanATL,NGCT,CO2,1,2047,134168
CanATL,NGCT,CO2,1,2048,134168
CanATL,NGCT,CO2,1,2049,134168
CanATL,NGCT,CO2,1,2050,134168
CanATL,NGCC,CO2,1,2019,102779
CanATL,NGCC,CO2,1,2020,102779
CanATL,NGCC,CO2,1,2021,102779
CanATL,NGCC,CO2,1,2022,102779
CanATL,NGCC,CO2,1,2023,102779
CanATL,NGCC,CO2,1,2024,102779
CanATL,NGCC,CO2,1,2025,102779
CanATL,NGCC,CO2,1,2026,102779
CanATL,NGCC,CO2,1,2027,102779
CanATL,NGCC,CO2,1,2028,102779
CanATL,NGCC,CO2,1,2029,102779
CanATL,NGCC,CO2,1,2030,102779
CanATL,NGCC,CO2,1,2031,102779
CanATL,NGCC,CO2,1,2032,102779
CanATL,NGCC,CO2,1,2033,102779
CanATL,NGCC,CO2,1,2034,102779
CanATL,NGCC,CO2,1,2035,102779
CanATL,NGCC,CO2,1,2036,102779
CanATL,NGCC,CO2,1,2037,102779
CanATL,NGCC,CO2,1,2038,102779
CanATL,NGCC,CO2,1,2039,102779
CanATL,NGCC,CO2,1,2040,102779
CanATL,NGCC,CO2,1,2041,102779
CanATL,NGCC,CO2,1,2042,102779
CanATL,NGCC,CO2,1,2043,102779
CanATL,NGCC,CO2,1,2044,102779
CanATL,NGCC,CO2,1,2045,102779
CanATL,NGCC,CO2,1,2046,102779
CanATL,NGCC,CO2,1,2047,102779
CanATL,NGCC,CO2,1,2048,102779
CanATL,NGCC,CO2,1,2049,102779
CanATL,NGCC,CO2,1,2050,102779
